5,6,72
5,6,60
3,4,50
2,3,6
4,5,66
0,5,96
6,7,32
6,7,58
3,4,80
3,4,24
0,3,3
5,6,81
0,1,36
4,5,13
2,3,93
5,6,33
7,8,53
5,6,23
0,3,2
4,5,91
2,3,37
6,7,73
4,5,30
5,6,74
5,7,49
5,6,75
5,6,25
3,4,22
5,6,79
7,8,41
3,4,7
4,5,84
4,5,88
5,6,1
5,6,42
9,10,47
7,8,16
3,4,14
13,14,44
3,4,40
4,5,52
5,6,55
4,5,61
3,4,68
10,11,19
0,4,15
4,5,78
6,7,5
5,6,31
7,8,59
3,4,90
5,7,28
8,9,69
5,6,71
0,4,48
0,5,17
9,10,65
3,4,46
9,10,35
6,7,67
3,4,12
6,7,99
4,5,62
5,6,95
7,8,29
6,7,57
3,4,43
4,5,77
6,7,100
0,1,63
5,6,92
8,9,83
8,9,45
0,5,34
8,9,87
9,10,94
5,6,26
6,7,27
0,3,18
3,5,9
5,6,89
0,3,21
4,5,98
7,8,70
0,3,56
5,7,38
0,4,8
6,7,85
0,1,4
0,4,11
3,4,86
6,7,39
3,4,82
6,7,10
0,2,76
0,2,51
7,8,97
5,6,54
0,2,20
10,11,64
4,5,72
8,9,60
7,8,50
2,3,6
5,6,66
7,8,96
6,7,32
7,8,58
3,4,80
0,4,24
2,3,3
6,7,81
0,1,36
3,4,13
0,3,93
5,6,33
8,9,53
5,6,23
0,3,2
4,5,91
2,3,37
0,7,73
13,14,30
5,6,74
0,4,49
4,7,75
5,6,25
4,5,22
8,9,79
9,10,41
4,5,7
6,7,84
4,5,88
5,6,1
4,5,42
6,7,47
4,5,16
0,4,14
6,7,44
0,4,40
0,5,52
3,4,55
4,5,61
0,4,68
7,8,19
3,4,15
4,5,78
5,6,5
5,6,31
5,6,59
5,6,90
5,7,28
5,6,69
5,6,71
0,4,48
0,5,17
4,5,65
0,4,46
4,5,35
6,7,67
4,5,12
4,5,99
4,5,62
6,8,95
7,8,29
7,8,57
3,4,43
4,5,77
7,8,100
0,1,63
8,9,92
6,7,83
10,11,45
5,6,34
3,4,87
5,6,94
4,5,26
4,5,27
2,3,18
5,6,9
5,6,89
2,3,21
0,5,98
3,4,70
0,3,56
2,5,38
3,4,8
8,9,85
0,1,4
3,4,11
3,4,86
4,5,39
3,4,82
5,6,10
0,2,76
0,2,51
3,4,97
6,7,54
0,2,20
8,9,64
0,5,72
8,9,60
3,4,50
0,3,6
5,6,66
8,9,96
7,8,32
6,7,58
3,4,80
0,4,24
2,3,3
5,6,81
0,1,36
3,4,13
3,4,93
6,7,33
2,3,53
7,8,23
2,3,2
5,6,91
2,3,37
8,9,73
6,7,30
6,7,74
0,4,49
6,7,75
4,5,25
3,4,22
6,7,79
7,8,41
3,4,7
4,5,84
8,9,88
8,9,1
4,5,42
5,6,47
4,5,16
3,4,14
7,8,44
0,4,40
0,2,52
3,4,55
7,8,61
2,3,68
5,6,19
3,4,15
8,9,78
4,5,5
5,6,31
4,5,59
3,4,90
6,7,28
5,6,69
5,6,71
3,4,48
4,5,17
8,9,65
3,4,46
7,8,35
6,7,67
4,5,12
4,5,99
0,5,62
0,6,95
2,3,29
5,6,57
3,4,43
0,5,77
5,7,100
0,1,63
2,8,92
6,7,83
2,3,45
9,10,34
3,4,87
5,6,94
8,9,26
4,5,27
0,3,18
5,6,9
5,6,89
2,3,21
4,5,98
0,4,70
0,3,56
7,8,38
3,4,8
5,6,85
0,1,4
3,4,11
3,4,86
0,5,39
6,7,82
5,6,10
0,2,76
0,2,51
3,4,97
2,3,54
4,5,20
7,8,64
0,5,72
6,7,60
3,4,50
5,6,6
7,8,66
4,5,96
7,8,32
6,7,58
3,4,80
3,4,24
2,3,3
6,7,81
0,1,36
4,5,13
2,3,93
6,7,33
5,6,53
9,10,23
2,3,2
9,10,91
0,3,37
7,8,73
4,5,30
5,6,74
5,6,49
7,8,75
3,4,25
4,5,22
6,7,79
7,8,41
3,4,7
6,7,84
9,10,88
14,15,1
4,5,42
7,8,47
3,4,16
8,9,14
6,7,44
3,4,40
0,2,52
4,5,55
4,5,61
3,4,68
9,10,19
0,4,15
7,8,78
6,7,5
5,6,31
11,12,59
3,4,90
10,11,28
6,7,69
5,6,71
3,4,48
4,5,17
4,5,65
3,4,46
6,7,35
7,8,67
4,5,12
4,5,99
4,5,62
7,8,95
0,3,29
5,7,57
3,4,43
0,5,77
5,6,100
0,1,63
3,4,92
9,10,83
0,3,45
8,9,34
3,4,87
5,6,94
4,5,26
7,8,27
5,6,18
5,6,9
5,7,89
2,3,21
4,5,98
3,4,70
0,3,56
5,7,38
3,4,8
6,7,85
0,1,4
3,4,11
3,4,86
4,5,39
4,5,82
5,6,10
0,2,76
0,2,51
3,4,97
6,7,54
0,2,20
6,7,64
4,5,72
8,9,60
6,7,50
2,3,6
4,5,66
7,8,96
8,9,32
6,7,58
0,4,80
3,4,24
2,3,3
3,5,81
0,1,36
6,7,13
3,5,93
4,6,33
5,6,53
6,7,23
2,3,2
4,5,91
0,3,37
5,6,73
4,5,30
5,6,74
5,6,49
5,6,75
0,4,25
4,5,22
4,7,79
6,7,41
10,12,7
7,8,84
5,6,88
5,6,1
7,8,42
5,6,47
4,5,16
3,4,14
9,10,44
3,4,40
4,5,52
3,4,55
5,6,61
4,5,68
11,12,19
6,7,15
6,7,78
8,9,5
0,6,31
4,5,59
3,4,90
6,7,28
5,6,69
5,6,71
3,4,48
4,5,17
4,5,65
9,10,46
5,6,35
6,7,67
3,4,12
7,8,99
0,5,62
5,6,95
0,3,29
6,7,57
4,5,43
4,5,77
6,7,100
0,1,63
5,6,92
9,10,83
0,3,45
4,5,34
4,7,87
6,7,94
5,6,26
4,5,27
3,4,18
4,5,9
5,6,89
0,3,21
4,7,98
3,4,70
0,3,56
9,10,38
3,4,8
6,7,85
0,1,4
8,9,11
4,5,86
6,8,39
7,8,82
5,6,10
0,2,76
0,2,51
2,5,97
2,3,54
4,5,20
5,6,64
5,6,72
5,6,60
0,4,50
0,3,6
7,8,66
7,8,96
7,8,32
6,7,58
3,4,80
0,4,24
0,3,3
6,7,81
0,1,36
3,4,13
3,4,93
5,6,33
2,3,53
8,9,23
0,3,2
5,6,91
0,3,37
5,6,73
4,5,30
6,7,74
3,4,49
7,8,75
0,4,25
3,4,22
5,6,79
3,6,41
4,5,7
6,7,84
4,5,88
4,5,1
4,5,42
5,6,47
3,4,16
7,8,14
9,10,44
7,8,40
0,2,52
3,4,55
3,5,61
3,4,68
8,9,19
3,4,15
3,8,78
7,8,5
6,7,31
4,5,59
0,4,90
6,7,28
8,9,69
6,9,71
3,4,48
6,7,17
5,7,65
3,4,46
2,5,35
6,7,67
0,4,12
6,7,99
4,5,62
7,8,95
0,3,29
5,8,57
4,5,43
4,5,77
6,7,100
0,1,63
3,4,92
7,8,83
2,3,45
8,9,34
3,4,87
9,10,94
4,5,26
4,5,27
7,8,18
5,6,9
7,8,89
11,12,21
4,5,98
0,4,70
7,8,56
4,5,38
3,4,8
8,9,85
0,1,4
9,10,11
3,4,86
4,5,39
6,7,82
8,9,10
0,2,76
0,2,51
3,4,97
6,7,54
0,2,20
7,8,64
7,8,72
7,8,60
7,8,50
0,3,6
7,8,66
6,7,96
9,10,32
7,10,58
3,4,80
3,4,24
5,6,3
9,10,81
0,1,36
5,6,13
2,3,93
5,6,33
0,3,53
8,9,23
0,3,2
5,6,91
0,3,37
7,8,73
4,5,30
6,7,74
3,4,49
8,9,75
3,4,25
4,5,22
5,6,79
7,8,41
2,4,7
6,7,84
0,5,88
8,9,1
0,5,42
5,6,47
3,4,16
3,4,14
6,7,44
6,7,40
4,5,52
3,4,55
5,6,61
5,6,68
5,6,19
3,4,15
6,8,78
4,5,5
7,8,31
6,7,59
5,6,90
0,7,28
4,5,69
7,8,71
6,7,48
4,5,17
4,5,65
4,5,46
8,9,35
6,7,67
4,5,12
5,8,99
8,9,62
5,6,95
2,3,29
4,7,57
3,4,43
4,5,77
6,7,100
0,1,63
8,9,92
3,4,83
5,6,45
5,6,34
0,4,87
5,6,94
4,5,26
4,7,27
6,7,18
7,8,9
5,6,89
2,3,21
4,5,98
0,4,70
2,3,56
5,7,38
2,4,8
12,13,85
0,1,4
8,9,11
3,4,86
4,5,39
3,4,82
5,6,10
0,2,76
0,2,51
7,8,97
2,3,54
0,2,20
10,11,64
4,5,72
5,6,60
4,5,50
0,3,6
3,5,66
4,5,96
6,7,32
6,7,58
3,4,80
3,4,24
2,3,3
6,7,81
0,1,36
4,5,13
0,3,93
9,10,33
5,6,53
5,6,23
2,3,2
4,5,91
0,3,37
6,7,73
4,5,30
5,6,74
3,4,49
5,6,75
0,4,25
3,4,22
5,6,79
7,8,41
6,7,7
5,6,84
4,5,88
7,8,1
4,5,42
8,9,47
3,4,16
5,6,14
8,10,44
4,5,40
0,2,52
4,5,55
4,5,61
3,4,68
10,11,19
3,4,15
7,8,78
8,9,5
5,6,31
4,5,59
3,4,90
